tweetID,crisisname,period,relatedness_annotation,urgency_annotation,intention_annotation
1052087440582664192,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054296826218770432,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054379861815541760,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 311922101978288128,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054041167787102208,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054614135844016128,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 737296916791320576,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054317181327101952,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051840650918924288,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
 986047379752140800,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054368144633069568,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 764097124300689408,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 888013879359533056,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 597069927783235584,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051950741273763840,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
 416409939725144064,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054377671466061824,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054416978985840640,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054048687058501632,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 748143225458819072,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054235649920749568,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054616953179066368,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 367885929815359488,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 891169785387593728,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1050242976499273728,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
1054408702457978880,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054211593674854400,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 250275310849888256,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054492738824138752,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 659386711517065216,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 963074833507651584,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054596882381631488,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054360968506101760,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Critiques
1054042491010342912,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 464661279278653440,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 741191955154100224,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 738407267511439360,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
  65785138574925824,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054270332209651712,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 120112231043182592,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 737314657942265856,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054006258234208256,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 470678716704899072,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 402466364113166336,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 949323123316482048,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 388217055649882112,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054292438267973632,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 741554737078784000,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 975041010358157312,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1049413766243340288,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
        26482866518,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 953938768595161088,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054403994754469888,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054376714665627648,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051840870327160832,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 664346845087420416,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 167875203823702016,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054379236298051584,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054320544303202304,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 895603416390651904,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 650976631054565376,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 905434389970071552,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 994944494717014016,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054276099029590016,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
  93331899551977472,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
1051491517737697280,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1051825092085391360,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 920669396594581504,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054309310984081408,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 494579225421447168,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 274432410769305600,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 742997517265178624,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054295597669330944,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 512647558141714432,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 177399568374308864,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054360116735152128,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 461970598898708480,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054255019581681664,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 800440405770772480,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054380073900331008,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054614895495393280,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
1054302342483505152,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054450655404933120,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054563664743841792,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054009412636102656,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 348096583612657664,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 318129148306550784,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
 483211845982232576,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054466633689976832,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 352800074457296896,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
1051458381209317376,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 321312197710065664,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051572078527287296,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051155128898674688,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 742205605247471616,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051089309401538560,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 692784591854247936,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 737504167577583616,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054304148588498944,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054319003190083584,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 560688820203433984,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
 444209634619179008,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054020427109072896,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 610559498365833216,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 801703335665471488,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1051789036602515456,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 737330793027121152,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 360890765246869504,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 479993251177717760,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054262744059441152,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Critiques
 984429734846238720,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054331555571814400,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 695592393463226368,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 950320646722064384,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054245967854231552,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054387073531158528,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
1051852282785075200,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 738795758066008064,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 260056941680803840,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 682106241854926848,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054346076730331136,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054389980133539840,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
  19832158768078848,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 519619569132896256,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054269313098625024,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 520892341843148800,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054300178927312896,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1052086405948735488,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 760402957959561216,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 955391440296775680,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051705938644733952,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1052141276102037504,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
1054401999398227968,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 427420989480128512,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054235072134569984,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
1054364769480830976,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 703486614291554304,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 651343702942740480,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054596804610875392,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 347940148790571008,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
1053614716575252480,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 982335633308831744,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 478121354932535296,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054372191490465792,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 740255848136626176,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 764499651584221184,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 782110770662432768,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 862004198694670336,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051828902719578112,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 962342450219094016,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 716200069985406976,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054357243452444672,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 537271612727644160,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054589205362434048,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054066752995409920,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054363535478685696,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 207779617099087872,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 347217164140441600,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054438410750963712,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
1051716659097075712,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 419068747639713792,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1051890131161047040,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 740936184529047552,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 538819304439828480,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054485669874204672,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054273285972811776,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1051820160342994944,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054306958029791232,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 332019967845339136,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054402095590318080,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1052485063387095040,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054377445867040768,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1051552058934001664,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054012037104353280,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054453022745604096,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 818369681685942272,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
1054252874056826880,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054409432912814080,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1052049525098119168,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054360547330834432,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 359361360750051328,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 108318754894647296,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054355596072439808,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054316028216381440,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 208703323199647744,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 237535178938011648,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
        25695101421,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1049365634109329408,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
        16851821818,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 739393164897837056,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054352922786574336,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054419315259334656,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 718766911031521280,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 782250389915787264,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 347633303232315392,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054477682556198912,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054427732568879104,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 708669450325721088,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 332173843651231744,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054530651196743680,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 184072310104391680,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1052130922504626176,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054643587663589376,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054367579664539648,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1050421279084417024,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 521238906629419008,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054275079704666112,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054069317149560832,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 854248667028627456,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054495229900939264,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 646257709302439936,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 316815630395404288,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
  81986779846148096,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 912345958410747904,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054046655144693760,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 775978960228327424,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054250715391102976,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054253259366391808,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054304767592292352,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 428259384972832768,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
         7969117258,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051800634087882752,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
 693375732999950336,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 483283227000713216,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054378511161573376,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 745925375453192192,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051857786156539904,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
 755061418630742016,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054378393280634880,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054347468530503680,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 969293060311003136,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 566725619200040960,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 455410137662885888,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 956813174996635648,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 956054443249848320,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054316421067476992,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1048972059060187136,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1053996042419625984,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 481338197818220544,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 610785690129952768,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 239716429816012800,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054392174547292160,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051727067778306048,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1051784615126548480,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
1054323866758197248,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054061380297465856,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054323517594968064,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054357315875454976,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
1052074815958343680,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054383122354135040,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054454620687339520,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 574856536188715008,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051728906095652864,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
1051726293476286464,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
1054046601172451328,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 434062019965513728,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1050431012436680704,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 606755215690317824,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
         1150048613,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054311940523208704,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054390106881228800,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 429288577588281344,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
1054404888514437120,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1052120521935065088,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1053994002649878528,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 296101634172399616,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 908383747090853888,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054311367308656640,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 984354039067529216,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 740228641976635392,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1051783411608772608,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
1054266536079302656,Aude,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
1054620591469326336,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 738297065546100736,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054375915076116480,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 109976244443029504,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 984316965887016960,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054501325151457280,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1052501421780856832,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051803068264849408,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1048483509084590080,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 332734951961276416,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 398753233600282624,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
 984000450776190976,Autre,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1051444064523091968,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 309350508894748672,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Humains
   1105354012237824,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
  77774196943495168,Autre,NA,Message-Utilisable,Message-InfoUrgent,Degats-Materiels
 551808756976463872,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
        16373602641,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 273328293250490368,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
 215561811091664896,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 741377051530276864,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1054404189764366336,Aude,NA,Message-Utilisable,Message-InfoUrgent,Avertissement-conseil
1054290682624598016,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 957384439125938176,Autre,NA,Message-Utilisable,Message-InfoNonUrgent,Soutiens
 874399314369548288,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1049347908179513344,Aude,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
 236023861261520896,Autre,NA,Message-NonUtilisable,Message-NonUtilisable,Message-NonUtilisable
1051818805540909056,Aude,NA,Message-Utilisable,Message-InfoNonUrgent,AutresMessages
